"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","log2err"
"GOMF_ANTIGEN_BINDING","GOMF_ANTIGEN_BINDING","163","-0.5391438508451926","-2.635034554044923","0.000000000100000000000000","0.0000000227625000000000","0.00000001310725538480724","4014","tags=61%, list=24%, signal=47%","IGLV3-27/TRGV3/IGHV2-70D/HLA-F/CD1D/HLA-E/IGLV3-1/HLA-DOB/IGHV2-70/TRAV19/IGLV3-21/KLRD1/TRGV9/HLA-B/IGHV1-69/IGHV2-5/IGHV7-4-1/IGKV1D-33/LAG3/HLA-C/SLAMF1/IGHV1-69D/HLA-G/HLA-A/ITGA4/IGHV3-20/TRBV12-3/KLRC1/IGHV4-28/IGHV3-13/KLRC2/IGHV3-21/IGHV3-11/IGHV1-18/IGLV3-25/IGHV4-61/IGHV3-35/IGLV3-19/IGHV3-16/IGHV3-64D/IGHV3-64/IGKV1D-12/ABO/IGHV4-4/IGHV3-43/IGHV5-51/IGLC7/IGHV4-39/IGHV5-10-1/IGHV3-73/GP2/IGHV4-34/IGHV6-1/IGHV3-74/IGHV3-23/IGHV3-30/IGKV3-15/IGHV3-15/IGHV3-53/IGKV1-5/IGKV1D-39/IGHV1-58/IGKV4-1/IGLV1-47/IGKV2D-28/IGHV1-3/IGKV1-39/IGLV1-44/IGKV1-17/IGKV5-2/IGHV3-33/IGHV3-38/IGLV1-40/IGKV1-16/CD209/IGHV3-72/IGKV3-20/IGHM/IGHV3-48/IGLV1-51/IGHV3-49/IGHV3-7/B2M/IGHV4-59/IGLV7-43/IGLV2-14/IGLV2-8/IGLC1/IGLL5/IGLC2/IGHV3-66/IGKC/IGLC3/IGLV2-23/IGKV2-30/IGLV2-11/IGHA1/JCHAIN/IGHA2",NA
"GOMF_SNORNA_BINDING","GOMF_SNORNA_BINDING","30","0.7132497387170482","2.465520803435848","0.000000121745716817098762","0.0000073899650107978952","0.00000425533920620836149","2528","tags=67%, list=15%, signal=57%","BYSL/NOP58/DDX21/NUFIP1/DKC1/WDR3/UTP25/HEATR1/RRP9/NHP2/PRKDC/NOP14/XRCC5/DHX37/NUDT5/NOP56/UTP6/GAR1/NUDT1/IMP4","0.6901324587967956"
"GOMF_STRUCTURAL_CONSTITUENT_OF_NUCLEAR_PORE","GOMF_STRUCTURAL_CONSTITUENT_OF_NUCLEAR_PORE","22","0.7743809546835122","2.422510144148565","0.000000040090377323775785","0.0000032694470429157978","0.00000188263491965294691","3269","tags=91%, list=19%, signal=73%","NUP107/NUP58/NUP153/NUP205/NUP160/NUP188/NUP155/NUP35/NUTF2/NUP93/NUP98/NUP62/NUP133/POM121C/POM121/NUP85/TPR/NUP88/NUP62CL/NUP54","0.7195128263389107"
"GOMF_ATP_DEPENDENT_ACTIVITY_ACTING_ON_DNA","GOMF_ATP_DEPENDENT_ACTIVITY_ACTING_ON_DNA","113","0.5363978632401731","2.403856428629580","0.000000000100000000000000","0.0000000227625000000000","0.00000001310725538480724","3738","tags=51%, list=22%, signal=40%","DSCC1/RFC3/XRCC2/RAD54B/RUVBL1/MCM6/CHRNA4/MSH6/ASCC3/MCM2/TWNK/CHD6/RAD54L2/MCM3/DNA2/XRCC5/RFC4/RFC2/HELLS/DHX9/G3BP1/MORC2/CHTF18/RECQL4/MSH2/DHX36/MCM4/MSH5/CECR2/BLM/ERCC6L/MRE11/MCM7/POLQ/RAD54L/PMS1/MCM5/CHD7/DDX11/CHD4/TOP2A/MCM8/RECQL/ATAD5/NAV2/HLTF/BRIP1/RFC5/RAD51C/ERCC3/ZGRF1/RAD51D/RTEL1/CDK7/RUVBL2/ERCC2/WRNIP1/SMARCA4",NA
"GOMF_DNA_HELICASE_ACTIVITY","GOMF_DNA_HELICASE_ACTIVITY","63","0.5857764361817577","2.376225696574948","0.000000020217288465542183","0.0000019366871471126080","0.00000111519617957951468","3665","tags=60%, list=22%, signal=47%","DSCC1/RFC3/RUVBL1/MCM6/ASCC3/MCM2/TWNK/RAD54L2/MCM3/DNA2/XRCC5/RFC4/RFC2/DHX9/G3BP1/CHTF18/RECQL4/DHX36/MCM4/BLM/ERCC6L/MRE11/MCM7/POLQ/RAD54L/MCM5/DDX11/MCM8/RECQL/NAV2/BRIP1/RFC5/ERCC3/ZGRF1/RTEL1/RUVBL2/ERCC2/WRNIP1","0.7337619883564803"
"GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN_REDUCED_FLAVIN_OR_FLAVOPROTEIN_AS_ONE_DONOR_AND_INCORPORATION_OF_ONE_ATOM_OF_OXYGEN","GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN_REDUCED_FLAVIN_OR_FLAVOPROTEIN_AS_ONE_DONOR_AND_INCORPORATION_OF_ONE_ATOM_OF_OXYGEN","43","0.6358059049951912","2.357031141026949","0.000000091311798237805042","0.0000057337511927945856","0.00000330164705972111091","3964","tags=70%, list=23%, signal=54%","CYP2E1/CYP8B1/CYP4A11/CYP2C8/CYP1A2/CYP4A22/CYP2A6/CYP2C9/CYP4F3/CYP2D6/CYP3A4/CYP1A1/CYP1B1/CYP2B6/CYP39A1/CYP2A7/CYP3A7/CYP17A1/CYP7A1/CYP4F2/CYP2A13/CYP3A43/CYP2W1/CYP2C19/CYP7B1/CYP19A1/CYP4F8/CYP51A1/CYP2S1/CYP4F11","0.7049757151672383"
"GOMF_TRNA_BINDING","GOMF_TRNA_BINDING","81","0.5614290965997094","2.349465785564735","0.000000007380011068893542","0.0000008399375097784463","0.00000048365844911345971","3356","tags=47%, list=20%, signal=38%","SSB/XPOT/XPO5/EIF2S3/NAT10/RPUSD4/EARS2/TRMT10C/PUS1/IARS1/EIF1AX/EIF5B/CTU2/METTL1/EIF2A/KARS1/YARS1/TRMT11/AARS1/TARS1/EIF2S3B/RARS1/EEFSEC/PTRH1/FARSA/TARBP1/ELP1/NSUN2/NSUN6/HSD17B10/YRDC/DTD1/RPL35A/TRMT1/YARS2/TYW5/PTCD1/MARS1","0.7614608014455848"
"GOMF_CATALYTIC_ACTIVITY_ACTING_ON_A_TRNA","GOMF_CATALYTIC_ACTIVITY_ACTING_ON_A_TRNA","151","0.5099933474505632","2.345881918523261","0.000000000100000000000000","0.0000000227625000000000","0.00000001310725538480724","4925","tags=52%, list=29%, signal=37%","DARS1/VARS1/PUS7/CDK5RAP1/NAT10/RPP40/RPUSD4/EARS2/GARS1/TRMT10C/PUS1/IARS1/METTL1/PUS3/POP1/TARS2/KARS1/FTSJ1/YARS1/TRMT11/CARS2/AARS1/QTRT2/TARS1/ETF1/RARS1/PTRH1/FARSA/TARBP1/DUS4L/DUS3L/EPRS1/NSUN2/ADAT2/GTPBP3/NSUN6/GATC/GGT5/MRPL58/DTD1/PTRH2/POP7/TRMT1/TSEN2/VARS2/TRUB2/METTL2B/NARS2/MARS2/TRUB1/YARS2/TRMT61B/THUMPD2/CDKAL1/TYW5/METTL6/TYW1/MARS1/TYW2/TRIT1/LARS1/METTL8/ADAT1/AARSD1/FARSB/OSGEPL1/QTGAL/ANG/TRMT5/ANKZF1/TRNT1/THUMPD3/DTD2/TRMT61A/MTO1/DUS1L/CARS1/DARS2",NA
"GOMF_SODIUM_CHANNEL_ACTIVITY","GOMF_SODIUM_CHANNEL_ACTIVITY","50","-0.5866491777748699","-2.330155709499939","0.000000486088156007786895","0.0000252904723454337151","0.00001456292937216934325","1402","tags=40%, list=8%, signal=37%","TPCN1/SCN11A/KCNK3/GRIN1/SCNN1A/GRIK4/SCN7A/GRIK5/SCN3B/SCN9A/TRPM4/SCN4B/TRPV3/SCN3A/SCNN1G/SCNN1B/CNGB1/SCN2B/GRIK3/CNGA3","0.6594443980379349"
"GOMF_NUCLEOCYTOPLASMIC_CARRIER_ACTIVITY","GOMF_NUCLEOCYTOPLASMIC_CARRIER_ACTIVITY","34","0.6594919596849727","2.327969693022716","0.000000671153855312823382","0.0000321726277403972978","0.00001852585824025135118","3301","tags=62%, list=19%, signal=50%","CSE1L/IPO7/IPO5/RAN/XPO4/IPO4/XPO5/XPO1/KPNA3/IPO9/NUTF2/KPNA2/KPNB1/CALR/NUP42/TNPO2/RANBP6/TNPO3/IPO11/KPNA1/HIKESHI","0.6594443980379349"
