"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","log2err"
"GSE28726_NAIVE_CD4_TCELL_VS_NAIVE_VA24NEG_NKTCELL_UP","GSE28726_NAIVE_CD4_TCELL_VS_NAIVE_VA24NEG_NKTCELL_UP","191","-0.5762266529569087","-2.323093103594255","0.0000000001000000000000000","0.0000000812000000000000","0.00000002382859646289027","2558","tags=46%, list=18%, signal=38%","VDAC1/TNFRSF9/NDC80/ALDOA/CLIC1/ECI1/GPX1/MAST2/MTHFD1/NPM3/KIF3B/EBNA1BP2/CKS2/CCND2/CKS1B/HAX1/CDKN3/COMT/SLC27A2/IGFBP2/CDK4/RFC3/COX8A/HSP90AB1/STX11/ZBTB7B/LDHA/NFIL3/GALK1/CCNB2/POLD2/CCT5/PYCR1/BUB1B/ATOX1/TK1/PRDX1/CCNB1/TPI1/TWF2/HSPD1/NEK2/CCNA2/TTK/TEAD4/GSTP1/THOP1/GALK2/VLDLR/RUVBL2/BCAT2/CST7/NCAPH/HMMR/CDT1/MCM2/SORD/KIF2C/TOP2A/BDH1/PGK1/ESPL1/XPOT/DHCR7/TPX2/PKM/GPI/AURKA/SERPINE2/ASNS/MYBL2/MICAL2/ACOT7/NCAPD2/AHCY/CENPF/S100A11/MTHFD2/ENO1/EIF4EBP1/SHMT2/PCK2/TIAM1/AARS1/SCD/CTNNA1/CYB5B/PHGDH",NA
"GSE2770_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_6H_UP","GSE2770_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_6H_UP","177","-0.5648371261541785","-2.277637076046302","0.0000000001000000000000000","0.0000000812000000000000","0.00000002382859646289027","1497","tags=28%, list=10%, signal=26%","ZNF516/G0S2/KIT/PYCR1/JUNB/PLXNB2/ATP11A/KHNYN/ICAM1/SIAH2/SLC1A4/LARS1/RASGRP1/COL26A1/AFF1/AFF4/PAX6/CEBPG/UBALD2/PRR11/EIF2S2/C2CD3/LYPD5/ASNS/MID1IP1/CEBPB/JDP2/DDIT3/PSPH/CARS1/SLC6A9/HERPUD1/OAS2/EIF4EBP1/RGS9/VEGFA/LRATD2/ATF3/TRIB3/GPT2/SARS1/PCK2/SLC7A1/ATF4/AARS1/SLC38A2/SESN2/PHGDH/CHAC1/DDIT4",NA
"GSE28726_NAIVE_VS_ACTIVATED_CD4_TCELL_DN","GSE28726_NAIVE_VS_ACTIVATED_CD4_TCELL_DN","185","-0.5633152438127116","-2.248737068583311","0.0000000001000000000000000","0.0000000812000000000000","0.00000002382859646289027","2751","tags=45%, list=19%, signal=37%","MCM5/EN2/CSF2/RAB27A/ACAT1/MRPL28/TNFRSF9/GCNT2/ALDOA/CLIC1/GPX1/KIF3B/EBNA1BP2/CKS2/CDKN3/COMT/MRPS12/LAPTM4B/IGFBP2/CDK4/COX8A/LSM4/STX11/LDHA/AURKB/PSMB3/NFIL3/MELK/MRPL23/CCNB2/POLD2/CCT5/CDC20/LGALS1/ACTN4/PRDX1/CCNB1/TWF2/CCNA2/TTK/CDC25C/GSTP1/THOP1/RUVBL2/CYFIP1/PTMS/CST7/FAH/MCM2/SORD/DLGAP5/IPO5/DFFA/IPO7/BDH1/PGK1/DOK1/ESPL1/GGH/TPX2/MKI67/PKM/TRIP10/GPI/AURKA/WARS1/CIT/SERPINE2/PFKM/MYBL2/MICAL2/ACOT7/NCAPD2/AHCY/CENPF/S100A11/ENO1/SHMT2/PCK2/TIAM1/AARS1/CTNNA1/CYB5B/PHGDH",NA
"GSE22196_HEALTHY_VS_OBESE_MOUSE_SKIN_GAMMADELTA_TCELL_DN","GSE22196_HEALTHY_VS_OBESE_MOUSE_SKIN_GAMMADELTA_TCELL_DN","177","-0.5531931664619663","-2.230684223482336","0.0000000001000000000000000","0.0000000812000000000000","0.00000002382859646289027","2087","tags=38%, list=15%, signal=33%","FADS2/EEF1B2/SMS/COMT/UPP1/PLIN2/CSRP1/PLAUR/MN1/DPYSL3/SHB/DUSP1/PSMD1/SLC4A2/G0S2/PPARG/PLTP/LGALS1/PPIF/SFXN3/SLC4A7/OLR1/CLUH/EIF3K/EZR/PEA15/PHLDB1/DUSP2/RPL10A/BIN1/HPCAL1/TUBB2A/IER3/LHFPL2/DHCR7/AGO2/LMNA/BID/TUBB4A/ANXA3/EMP3/SORL1/CDC42EP4/XBP1/NQO1/PPP1R15A/PLEC/ORAI2/RXRA/LIMS1/CAPN2/CYP1A1/TXNRD1/SMURF2/EMP1/HMGA1/MMD/NCOR2/ITGB5/TGFBI/DNMBP/ATF3/S100A4/ATP9A/SERPINE1/TIPARP/F13A1/DDIT4",NA
"GSE24574_BCL6_LOW_TFH_VS_TCONV_CD4_TCELL_DN","GSE24574_BCL6_LOW_TFH_VS_TCONV_CD4_TCELL_DN","192","-0.5368014045131629","-2.184747681148377","0.0000000001460614587473269","0.0000001016587752881395","0.00000002983233907946697","2542","tags=41%, list=18%, signal=34%","HMGN4/MRPL28/TNFRSF9/CLIC1/CORO1A/ECI1/GPX1/MTHFD1/ECHS1/EBNA1BP2/PRPS2/CKS1B/HAX1/SMS/COMT/IMMT/MRPS12/HOMER1/SLC27A2/CSNK2A2/CDK4/COX8A/PLK1/STX11/NIPSNAP1/LDHA/AURKB/PSMD13/NFIL3/SNRPA/MELK/PYCR1/BUB1B/SNRPC/FSCN1/CHAF1A/ORC1/LGALS1/PARP1/PRDX1/AIFM1/TTK/TEAD4/PFAS/GSTP1/TNFSF10/THOP1/PEA15/BLM/BCAT2/HMMR/FAH/MCM2/SORD/TOP2A/IPO5/DFFA/IPO7/BDH1/ESPL1/XPOT/PKM/GAPDH/AURKA/SERPINE2/MYBL2/NCAPD2/CENPF/S100A11/MTHFD2/ENO1/EPRS1/SHMT2/TIAM1/AARS1/SCD/CTNNA1/CYB5B/PHGDH","0.8266573011783021"
"GSE42724_NAIVE_VS_B1_BCELL_DN","GSE42724_NAIVE_VS_B1_BCELL_DN","184","-0.5419826719708283","-2.170057234493469","0.0000000001000000000000000","0.0000000812000000000000","0.00000002382859646289027","3209","tags=49%, list=22%, signal=38%","RPL15/ATP6V0E2/TMEM161A/FH/SLC37A2/LRRC8A/EIF2D/IL16/ATP5F1A/JAKMIP3/MRPS35/NDRG2/DOCK3/ATP5PB/PRORP/RPS6/RPL7/AURKAIP1/COX5B/UQCRH/POLR2B/DZIP1/RABEPK/DCTPP1/ACTR1B/GPR35/CCND2/MMS19/MRPL4/UGGT1/ZNF219/ADISSP/EEF1B2/APBA1/MTFP1/MRPL48/SIRT2/SLC25A6/LMNB2/DCTN2/TIMM50/SNRPD2/SUCLG1/PREX1/CCDC124/MRPS34/CLSTN1/POLD2/MRPS27/OXA1L/TMEM147/DDB1/RAB3A/ANAPC1/EIF3K/RPS7/PRMT1/TOP1MT/FBL/STX10/PPARGC1B/RPL29/IPO5/ASAP2/RPS5/RPL13/TIMM44/RPL8/RPL7A/LRPPRC/GPD1L/EIF3L/SORT1/NOP53/ARRB1/RPL5/RPS2/SND1/PFKM/RACK1/CPPED1/PRKDC/RPL3/RXRA/RPS3/RPSA/RPL4/RPL13A/NUP210/FLNA",NA
"GSE24574_BCL6_HIGH_VS_LOW_TFH_CD4_TCELL_DN","GSE24574_BCL6_HIGH_VS_LOW_TFH_CD4_TCELL_DN","190","-0.5376452178485023","-2.160427064460924","0.0000000001000000000000000","0.0000000812000000000000","0.00000002382859646289027","1860","tags=34%, list=13%, signal=30%","RFC3/COX8A/LMNB2/CCT4/HSP90AB1/NIPSNAP1/LDHA/AURKB/PSMD1/SNRPA/LTA4H/MRPL23/HDGF/POLD2/MRPS27/PYCR1/FSCN1/CHAF1A/ORC1/LGALS1/PARP1/PRDX1/CCNB1/NEK2/TTK/CDC25C/PFAS/ETFB/SLC25A5/THOP1/DNMT1/GALK2/PEA15/BCAT2/CST7/ATP1B3/FAH/SLC43A1/CDT1/SORD/DLGAP5/KIF2C/TOP2A/SSRP1/IPO5/DFFA/GGH/TPX2/MKI67/PKM/TRIP10/CKAP5/WARS1/CIT/SERPINE2/S100A11/TRAP1/MAPKAPK3/ENO1/ANXA2/MARS1/PCK2/TIAM1/CYB5B/PHGDH",NA
"GSE21063_WT_VS_NFATC1_KO_8H_ANTI_IGM_STIM_BCELL_UP","GSE21063_WT_VS_NFATC1_KO_8H_ANTI_IGM_STIM_BCELL_UP","187","-0.5287402625674618","-2.126986798902411","0.0000000005565263046478621","0.0000003389245195305480","0.00000009945930550828082","3298","tags=45%, list=23%, signal=35%","C17orf58/DEPDC1B/PRIM1/SAP30/DTYMK/DIAPH3/RAD51/MCM10/HCFC1/CBR3/HYCC1/TIPIN/SFXN1/MAD2L1/UCHL5/DCPS/MCM5/DBF4/TACC3/RHEBL1/NDC80/MTHFD1/FAF1/RNF187/SPAG5/CKS2/NCALD/YEATS4/PRPS2/CKS1B/GM2A/SLC27A2/DTL/WDR12/RFC3/LMNB2/RAP1GDS1/H1-10/LRRC20/AURKB/SKA1/SERPINB6/AP2B1/MELK/POC1A/CDCA2/GMDS/DENND10/BUB1B/CCNB1/INPP4B/CCNA2/TTK/THOP1/LIMA1/PLAAT3/DLAT/NCAPH/BUB1/DLGAP5/BIRC5/KIF2C/TOP2A/SAE1/BDH1/ELOVL6/ITGB7/GGH/XPOT/TPX2/TARS1/TESC/MKI67/ANLN/BLVRB/AURKA/MTHFD1L/ASPM/MAPKAPK3/IARS1/NUP210/ATF3/GPT2/AARS1/PSAT1","0.8012155746177786"
"GSE27241_WT_VS_RORGT_KO_TH17_POLARIZED_CD4_TCELL_TREATED_WITH_DIGOXIN_UP","GSE27241_WT_VS_RORGT_KO_TH17_POLARIZED_CD4_TCELL_TREATED_WITH_DIGOXIN_UP","169","-0.5323049054870462","-2.124667553919697","0.0000000014418580469242712","0.0000007805258227350055","0.00000022904969037953044","3429","tags=47%, list=24%, signal=36%","SOS1/PCM1/USP24/NUCKS1/ATG2B/RIC1/SUFU/RIF1/DOCK11/ERC1/RAD21/SMC1A/HCFC1/BLTP1/VPS13C/GTF3C1/PWWP3B/BLTP3B/ULK1/SP1/MAST2/WRN/CREBBP/PRKCA/SIPA1L1/MED12L/PIK3CD/SMG1/TMEM245/NPEPPS/TOX2/ZFP36L2/CDC25B/UBE4B/ZHX3/CAMK1D/BMPR2/TULP4/ERN1/ZEB1/HERC1/BAZ2A/BAZ1B/ZNF106/KIF14/PRR14L/WNK1/TTC7B/ATF7IP/MYO9B/CNNM4/CHD7/NF1/PRPF8/RALGAPA2/BIRC6/NUP205/KMT2C/KHSRP/PITPNC1/NCOR1/CEP350/NSD2/USP9X/SBNO1/CELSR2/ESPL1/PRRC2C/MYO10/NFAT5/PKM/FASN/CKAP5/CLIC4/NCAPD2/MACF1/TLN1/UTRN/IQGAP2/KIF21B","0.7881868108002371"
"GSE26156_DOUBLE_POSITIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_DN","GSE26156_DOUBLE_POSITIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_DN","192","-0.5207594506017166","-2.119457945848770","0.0000000018019514134363308","0.0000008779107286261804","0.00000025762783845905449","2698","tags=39%, list=19%, signal=32%","AP2S1/GTF2E2/GET3/ETHE1/RAB27A/HMGN4/MRPL28/CLIC1/ECI1/MTHFD1/NPM3/SPAG5/EBNA1BP2/CKS2/PRPS2/GM2A/HAX1/CDKN3/IMMT/IGFBP2/RFC3/PLK1/GHITM/HSP90AB1/NIPSNAP1/LDHA/DIXDC1/MRPL23/CCNB2/HDGF/AK4/CCT5/PYCR1/BUB1B/ATOX1/FSCN1/ACAA2/CHAF1A/PARP1/ACTN4/PRDX1/CCNB1/AIFM1/CDC25C/PEA15/RUVBL2/BCAT2/HMMR/SORD/DLGAP5/CENPE/IPO5/IPO7/BDH1/PGK1/TPX2/TRIP10/CKAP5/AURKA/WARS1/CIT/MYBL2/MICAL2/ACOT7/AHCY/MAP4/CENPF/MTHFD2/ENO1/EPRS1/SHMT2/PCK2/TIAM1/CYB5B/PHGDH","0.7881868108002371"
